packet_id,time,rpm,torque,power,peak_peak_pfs
1733980547,47.44,469.60,2332.82,-34.60,0.00
1733980547,29.80,441.60,1377.94,-32.48,0.00
1733980547,29.89,238.40,746.32,-25.82,0.00
1733980547,19.17,116.80,234.54,-53.92,0.00
1733980547,28.28,538.40,1594.62,-28.71,0.00
1733980547,16.96,245.60,436.33,-45.08,0.00
1733980547,7.79,397.60,324.52,-69.77,0.00
1733980547,5.80,418.40,254.06,-43.83,0.00
1733980547,-0.56,370.40,-21.75,-51.00,0.00
1733980547,-4.19,110.40,-48.39,-60.61,0.00
1733980547,-8.47,540.00,-478.96,-48.87,0.00
1733980547,-35.45,234.40,-870.18,-49.47,0.00
1733980547,-32.94,535.20,-1846.13,-46.70,0.00
1733980547,-44.20,544.80,-2521.74,-42.68,0.00
1733980547,-45.47,222.40,-1059.11,-58.88,0.00
1733980547,-55.62,166.40,-969.28,-23.44,0.00
1733980547,-42.87,457.60,-2054.38,-19.24,0.00
1733980547,-43.54,448.80,-2046.20,-33.00,0.00
1733980547,-106.92,218.40,-2445.58,-35.44,0.00
1733980547,-46.65,266.40,-1301.58,-24.29,0.00
1733980547,-84.31,434.40,-3835.55,-10.50,0.00
1733980547,-111.21,144.00,-1677.10,-6.37,0.00
1733980547,-91.85,307.20,-2954.95,-7.37,0.00
1733980547,-120.80,397.60,-5029.98,-1.61,0.00
1733980547,-94.91,356.80,-3546.55,2.47,0.00
1733980547,-93.05,522.40,-5090.43,9.66,0.00
1733980547,-97.07,305.60,-3106.72,9.61,0.00
1733980547,-51.80,447.20,-2426.16,17.80,0.00
1733980547,-30.72,364.00,-1171.21,11.99,0.00
1733980547,-109.62,141.60,-1625.54,31.50,0.00
1733980547,-48.03,270.40,-1360.21,34.16,0.00
1733980547,-50.10,460.00,-2413.42,26.37,0.00
1733980547,-45.26,510.40,-2419.11,19.41,0.00
1733980547,-24.68,183.20,-473.58,59.06,0.00
1733980547,-22.68,475.20,-1128.71,61.32,0.00
1733980547,-12.46,488.00,-636.68,67.32,0.00
1733980547,-39.65,105.60,-438.52,54.90,0.00
1733980547,-19.91,126.40,-263.57,65.26,0.00
1733980547,-15.09,491.20,-776.29,73.39,0.00
1733980547,-3.44,532.00,-191.93,52.98,0.00
1733980547,4.16,476.00,207.30,42.89,0.00
1733980547,7.18,388.00,291.69,67.98,0.00
1733980547,28.72,140.80,423.51,54.91,0.00
1733980547,39.23,470.40,1932.66,36.34,0.00
1733980547,26.36,204.80,565.33,31.18,0.00
1733980547,29.22,444.80,1361.12,38.68,0.00
1733980547,34.23,120.00,430.17,21.92,0.00
1733980547,26.50,368.00,1021.32,27.23,0.00
1733980547,24.49,119.20,305.77,35.39,0.00
1733980547,27.25,272.80,778.62,39.47,0.00
1733980547,97.46,336.80,3437.66,31.11,0.00
1733980547,73.71,187.20,1445.15,19.82,0.00
1733980547,72.63,168.80,1283.88,7.95,0.00
1733980547,107.83,112.80,1273.78,12.85,0.00
1733980547,73.64,535.20,4127.30,7.02,0.00
1733980547,37.00,554.40,2148.21,-0.03,0.00
1733980547,57.70,414.40,2504.27,-3.02,0.00
1733980547,61.73,142.40,920.60,-7.98,0.00
1733980547,75.45,105.60,834.39,-11.56,0.00
1733980547,100.35,108.00,1135.04,-12.49,0.00
1733980547,91.22,492.80,4707.76,-25.93,0.00
1733980547,37.94,94.40,375.08,-21.49,0.00
1733980547,93.23,451.20,4405.54,-32.89,0.00
1733980547,87.70,157.60,1447.43,-30.16,0.00
1733980547,73.88,192.80,1491.75,-47.82,0.00
1733980547,36.15,358.40,1356.68,-47.15,0.00
1733980547,32.60,102.40,349.57,-23.18,0.00
1733980547,45.91,411.20,1976.82,-50.35,0.00
1733980547,11.46,172.00,206.47,-34.70,0.00
1733980547,9.97,475.20,496.26,-71.95,0.00
1733980547,4.81,134.40,67.77,-38.90,0.00
1733980547,-1.45,108.80,-16.50,-59.97,0.00
1733980547,-14.67,343.20,-527.17,-25.78,0.00
1733980547,-20.30,301.60,-641.32,-71.07,0.00
1733980547,-34.37,94.40,-339.74,-63.38,0.00
1733980547,-18.35,524.80,-1008.46,-60.90,0.00
1733980547,-37.93,318.40,-1264.62,-41.41,0.00
1733980547,-75.43,476.80,-3766.34,-50.09,0.00
1733980547,-71.37,128.80,-962.66,-20.12,0.00
1733980547,-51.66,273.60,-1480.29,-49.26,0.00
1733980547,-54.52,144.80,-826.71,-24.51,0.00
1733980547,-29.15,479.20,-1462.93,-14.93,0.00
1733980547,-64.22,507.20,-3411.06,-24.74,0.00
1733980547,-68.81,234.40,-1689.02,-12.70,0.00
1733980547,-119.46,455.20,-5694.58,-13.35,0.00
1733980547,-113.86,268.00,-3195.77,-8.97,0.00
1733980547,-107.91,345.60,-3905.62,-2.56,0.00
1733980547,-32.94,344.00,-1186.75,3.62,0.00
1733980547,-118.48,127.20,-1578.27,11.43,0.00
1733980547,-71.52,200.80,-1504.08,16.93,0.00
1733980547,-114.21,311.20,-3722.04,16.88,0.00
1733980547,-80.67,276.80,-2338.45,21.73,0.00
1733980547,-79.67,309.60,-2583.24,18.04,0.00
1733980547,-63.23,385.60,-2553.37,17.77,0.00
1733980547,-68.90,300.80,-2170.46,35.11,0.00
1733980547,-49.62,250.40,-1301.23,27.27,0.00
1733980547,-67.74,514.40,-3648.99,56.50,0.00
1733980547,-51.88,436.80,-2373.13,44.47,0.00
1733980547,-16.80,150.40,-264.56,55.91,0.00
1733980547,-27.88,425.60,-1242.81,59.02,0.00
1733980547,-17.21,300.80,-542.08,52.80,0.00
1733980547,-11.90,508.80,-633.97,51.68,0.00
1733980547,-0.96,202.40,-20.34,41.00,0.00
1733980547,8.40,124.00,109.13,73.71,0.00
1733980547,18.56,496.00,963.99,51.08,0.00
1733980547,21.91,174.40,400.22,64.23,0.00
1733980547,14.78,84.80,131.22,56.45,0.00
1733980547,39.90,465.60,1945.34,52.10,0.00
1733980547,33.87,356.80,1265.43,39.92,0.00
1733980547,31.14,287.20,936.49,24.71,0.00
1733980547,63.13,451.20,2983.12,41.59,0.00
1733980547,91.59,432.80,4151.26,29.63,0.00
1733980547,37.59,517.60,2037.37,28.59,0.00
1733980547,98.34,371.20,3822.96,26.43,0.00
1733980547,103.92,347.20,3778.52,10.82,0.00
1733980547,39.38,224.80,927.05,13.37,0.00
1733980547,35.40,193.60,717.81,9.79,0.00
1733980547,73.75,519.20,4010.03,3.20,0.00
1733980547,57.99,506.40,3075.42,-0.66,0.00
1733980547,82.42,201.60,1740.21,-5.52,0.00
1733980547,90.80,488.80,4648.19,-13.18,0.00
1733980547,75.04,440.80,3464.28,-16.87,0.00
1733980547,48.44,254.40,1290.59,-21.10,0.00
1733980547,70.38,441.60,3254.96,-32.67,0.00
1733980547,93.74,148.80,1460.83,-30.12,0.00
1733980547,52.73,558.40,3083.51,-23.68,0.00
1733980547,29.41,284.80,877.03,-21.89,0.00
1733980547,44.96,160.00,753.37,-23.83,0.00
1733980547,21.01,342.40,753.39,-53.61,0.00
1733980547,45.96,507.20,2441.06,-60.24,0.00
1733980547,26.62,237.60,662.41,-29.09,0.00
1733980547,28.29,516.80,1530.95,-30.98,0.00
1733980547,14.33,135.20,202.86,-50.40,0.00
1733980547,6.52,457.60,312.37,-54.92,0.00
1733980547,-3.05,286.40,-91.56,-40.95,0.00
1733980547,-6.44,318.40,-214.87,-40.56,0.00
1733980547,-13.94,450.40,-657.30,-45.57,0.00
1733980547,-22.10,207.20,-479.64,-44.20,0.00
1733980547,-30.26,257.60,-816.26,-25.25,0.00
1733980547,-31.21,397.60,-1299.41,-52.95,0.00
1733980547,-32.55,156.80,-534.50,-48.67,0.00
1733980547,-40.77,104.80,-447.41,-41.82,0.00
1733980547,-52.45,396.00,-2175.16,-18.54,0.00
1733980547,-79.54,311.20,-2592.32,-29.79,0.00
1733980547,-67.54,140.80,-995.92,-30.51,0.00
1733980547,-40.11,433.60,-1821.22,-25.09,0.00
1733980547,-57.83,376.00,-2277.14,-8.27,0.00
1733980547,-32.18,164.00,-552.64,-8.21,0.00
1733980547,-57.56,237.60,-1432.15,-7.29,0.00
1733980547,-110.97,543.20,-6312.64,-1.38,0.00
1733980547,-49.85,242.40,-1265.59,4.11,0.00
1733980547,-84.67,308.80,-2738.11,6.49,0.00
1733980547,-115.45,340.80,-4120.53,9.00,0.00
1733980547,-69.76,315.20,-2302.58,27.19,0.00
1733980547,-45.33,395.20,-1875.94,22.92,0.00
1733980547,-74.63,86.40,-675.28,22.88,0.00
1733980547,-97.50,232.80,-2376.95,40.05,0.00
1733980547,-91.34,277.60,-2655.40,49.74,0.00
1733980547,-58.25,300.00,-1830.01,52.24,0.00
1733980547,-71.14,166.40,-1239.77,40.59,0.00
1733980547,-28.96,502.40,-1523.49,46.65,0.00
1733980547,-16.15,307.20,-519.47,36.00,0.00
1733980547,-15.97,100.80,-168.59,62.20,0.00
1733980547,-22.24,136.80,-318.61,59.85,0.00
1733980547,-6.05,116.00,-73.45,54.75,0.00
1733980547,0.22,243.20,5.63,65.00,0.00
1733980547,11.36,361.60,430.22,58.67,0.00
1733980547,10.20,360.00,384.45,54.82,0.00
1733980547,28.86,168.80,510.24,31.47,0.00
1733980547,36.28,247.20,939.29,37.68,0.00
1733980547,31.95,233.60,781.71,60.37,0.00
1733980547,54.63,204.80,1171.73,45.23,0.00
1733980547,72.61,384.80,2926.18,23.60,0.00
1733980547,38.94,494.40,2016.13,36.03,0.00
1733980547,70.80,201.60,1494.77,30.25,0.00
1733980547,60.79,130.40,830.22,28.93,0.00
1733980547,102.77,155.20,1670.33,25.13,0.00
1733980547,45.76,91.20,437.10,20.73,0.00
1733980547,79.13,105.60,875.08,18.89,0.00
1733980547,88.77,356.80,3317.04,5.10,0.00
1733980547,57.88,348.00,2109.25,1.63,0.00
1733980547,53.97,240.80,1360.95,-1.07,0.00
1733980547,33.69,547.20,1930.77,-8.72,0.00
1733980547,89.48,368.00,3448.46,-7.67,0.00
1733980547,114.29,336.80,4031.17,-12.48,0.00
1733980547,87.08,172.00,1568.48,-21.47,0.00
1733980547,64.54,80.00,540.68,-23.95,0.00
1733980547,46.71,296.80,1451.80,-37.35,0.00
1733980547,31.91,258.40,863.53,-30.83,0.00
1733980547,26.86,268.00,753.84,-31.12,0.00
1733980547,58.23,130.40,795.15,-21.72,0.00
1733980547,24.52,549.60,1411.41,-26.65,0.00
1733980547,45.21,114.40,541.61,-60.73,0.00
1733980547,32.66,484.00,1655.47,-25.49,0.00
1733980547,13.34,359.20,501.77,-48.61,0.00
1733980547,9.78,172.00,176.10,-65.39,0.00
1733980547,1.85,169.60,32.79,-67.96,0.00
1733980547,-7.84,153.60,-126.14,-39.92,0.00
1733980547,-10.11,404.00,-427.75,-64.13,0.00
1733980547,-8.60,332.80,-299.89,-49.24,0.00
1733980547,-36.29,188.80,-717.61,-61.68,0.00
1733980547,-47.87,325.60,-1632.16,-48.30,0.00
1733980547,-60.39,387.20,-2448.67,-41.42,0.00
1733980547,-33.89,282.40,-1002.16,-44.90,0.00
1733980547,-75.39,425.60,-3360.29,-40.44,0.00
1733980547,-64.63,460.00,-3113.30,-47.42,0.00
1733980547,-62.42,236.80,-1548.04,-19.96,0.00
1733980547,-62.07,311.20,-2022.84,-14.08,0.00
1733980547,-34.90,298.40,-1090.50,-14.25,0.00
1733980547,-122.97,140.80,-1813.21,-16.32,0.00
1733980547,-104.72,480.80,-5272.63,-8.43,0.00
1733980547,-47.73,542.40,-2710.95,-5.13,0.00
1733980547,-77.00,90.40,-728.95,-0.24,0.00
1733980547,-53.77,552.00,-3108.16,3.44,0.00
1733980547,-35.33,295.20,-1092.27,13.23,0.00
1733980547,-64.14,339.20,-2278.59,13.29,0.00
1733980547,-60.04,97.60,-613.73,16.08,0.00
1733980547,-111.88,531.20,-6223.69,16.09,0.00
1733980547,-27.37,499.20,-1430.65,31.85,0.00
1733980547,-33.85,98.40,-348.83,23.00,0.00
1733980547,-87.01,80.00,-728.99,26.36,0.00
1733980547,-57.69,296.80,-1793.18,52.19,0.00
1733980547,-62.81,456.00,-2999.50,25.13,0.00
1733980547,-34.03,395.20,-1408.29,62.16,0.00
1733980547,-14.02,320.00,-469.74,36.25,0.00
1733980547,-9.32,311.20,-303.88,63.47,0.00
1733980547,-18.75,179.20,-351.83,37.40,0.00
1733980547,-9.71,378.40,-384.97,53.84,0.00
1733980547,0.75,220.80,17.46,28.99,0.00
1733980547,8.41,114.40,100.77,53.60,0.00
1733980547,17.63,311.20,574.58,55.60,0.00
1733980547,13.93,440.80,643.18,26.56,0.00
1733980547,15.57,550.40,897.54,43.79,0.00
1733980547,22.45,185.60,436.28,39.00,0.00
1733980547,52.45,393.60,2162.16,36.57,0.00
1733980547,37.02,476.80,1848.43,26.26,0.00
1733980547,72.53,137.60,1045.20,41.52,0.00
1733980547,90.05,96.00,905.37,22.35,0.00
1733980547,35.84,499.20,1873.51,32.85,0.00
1733980547,43.25,210.40,953.00,25.15,0.00
1733980547,73.31,532.00,4084.30,16.05,0.00
1733980547,58.16,424.80,2587.18,11.81,0.00
1733980547,64.28,351.20,2364.32,5.33,0.00
1733980547,39.95,123.20,515.48,3.40,0.00
1733980547,109.85,212.80,2448.17,-3.19,0.00
1733980547,80.07,356.00,2985.31,-8.90,0.00
1733980547,90.08,331.20,3124.30,-8.21,0.00
1733980547,76.05,439.20,3497.94,-18.24,0.00
1733980547,38.69,171.20,693.72,-13.09,0.00
1733980547,28.96,425.60,1290.81,-23.57,0.00
1733980547,53.28,345.60,1928.38,-36.98,0.00
1733980547,65.77,129.60,892.60,-28.67,0.00
1733980547,75.78,359.20,2850.50,-25.58,0.00
1733980547,44.70,368.00,1722.74,-30.94,0.00
1733980547,60.55,272.00,1724.91,-49.48,0.00
1733980547,45.61,114.40,546.39,-47.49,0.00
1733980547,30.77,324.80,1046.66,-64.56,0.00
1733980547,23.50,408.00,1004.29,-66.37,0.00
1733980547,4.65,98.40,47.87,-31.77,0.00
1733980547,1.82,101.60,19.39,-63.99,0.00
1733980547,-9.34,253.60,-248.08,-46.85,0.00
1733980547,-9.34,503.20,-492.24,-60.01,0.00
1733980547,-19.94,251.20,-524.56,-58.61,0.00
1733980547,-30.83,448.80,-1449.20,-65.92,0.00
1733980547,-22.19,324.80,-754.84,-55.86,0.00
1733980547,-43.88,192.00,-882.36,-47.66,0.00
1733980547,-68.59,166.40,-1195.27,-50.52,0.00
1733980547,-37.30,190.40,-743.69,-17.76,0.00
1733980547,-75.57,197.60,-1563.83,-31.20,0.00
1733980547,-87.24,210.40,-1922.22,-15.58,0.00
1733980547,-84.70,360.00,-3193.11,-22.13,0.00
1733980547,-110.98,419.20,-4872.14,-9.89,0.00
1733980547,-56.53,452.80,-2680.78,-11.73,0.00
1733980547,-46.15,136.80,-661.20,-10.21,0.00
1733980547,-42.83,392.00,-1758.07,-5.58,0.00
1733980547,-83.00,473.60,-4116.42,0.51,0.00
1733980547,-114.31,377.60,-4520.19,6.79,0.00
1733980547,-103.68,437.60,-4751.21,10.62,0.00
1733980547,-55.24,252.00,-1457.79,14.63,0.00
1733980547,-31.18,193.60,-632.26,24.70,0.00
1733980547,-78.56,326.40,-2685.20,31.23,0.00
1733980547,-50.82,520.80,-2772.03,21.76,0.00
1733980547,-87.98,544.00,-5012.49,37.15,0.00
1733980547,-22.07,477.60,-1103.78,20.28,0.00
1733980547,-69.37,129.60,-941.51,53.68,0.00
1733980547,-53.73,172.00,-967.89,51.65,0.00
1733980547,-35.59,442.40,-1648.72,31.35,0.00
1733980547,-24.02,224.80,-565.42,29.94,0.00
1733980547,-24.25,327.20,-831.11,47.34,0.00
1733980547,-19.07,91.20,-182.18,40.47,0.00
1733980547,-6.58,299.20,-206.24,50.91,0.00
1733980547,1.83,164.80,31.64,53.96,0.00
1733980547,15.38,393.60,634.02,33.67,0.00
1733980547,22.02,196.80,453.78,32.06,0.00
1733980547,32.59,424.00,1447.16,42.44,0.00
1733980547,39.95,442.40,1851.12,57.03,0.00
1733980547,42.09,82.40,363.21,56.64,0.00
1733980547,25.05,192.80,505.77,37.73,0.00
1733980547,68.03,205.60,1464.78,42.87,0.00
1733980547,55.80,239.20,1397.78,48.11,0.00
1733980547,34.70,423.20,1537.90,27.17,0.00
1733980547,61.20,277.60,1779.06,27.89,0.00
1733980547,46.32,224.00,1086.58,20.51,0.00
1733980547,104.00,156.00,1699.08,15.63,0.00
1733980547,69.10,130.40,943.66,6.89,0.00
1733980547,92.19,261.60,2525.75,4.60,0.00
1733980547,30.98,463.20,1503.01,1.21,0.00
1733980547,73.83,354.40,2740.09,-2.18,0.00
1733980547,96.62,491.20,4970.06,-6.86,0.00
1733980547,30.86,168.80,545.46,-10.60,0.00
1733980547,28.92,179.20,542.77,-25.92,0.00
1733980547,93.70,174.40,1711.33,-31.14,0.00
1733980547,71.64,511.20,3835.45,-27.44,0.00
1733980547,47.88,296.80,1488.24,-28.50,0.00
1733980547,25.89,409.60,1110.53,-42.39,0.00
1733980547,60.10,220.80,1389.60,-31.29,0.00
1733980547,58.38,103.20,630.92,-57.67,0.00
1733980547,56.36,139.20,821.56,-57.84,0.00
1733980547,29.78,555.20,1731.27,-27.60,0.00
1733980547,27.41,358.40,1028.94,-42.00,0.00
1733980547,12.07,520.00,657.38,-68.57,0.00
1733980547,5.84,100.00,61.12,-37.80,0.00
1733980547,0.14,425.60,6.08,-27.00,0.00
1733980547,-12.55,172.00,-226.03,-48.77,0.00
1733980547,-10.20,417.60,-446.06,-61.78,0.00
1733980547,-11.14,148.00,-172.60,-37.29,0.00
1733980547,-40.25,207.20,-873.45,-63.62,0.00
1733980547,-48.67,398.40,-2030.67,-39.55,0.00
1733980547,-24.19,355.20,-899.76,-33.90,0.00
1733980547,-32.11,484.80,-1630.37,-30.66,0.00
1733980547,-49.37,550.40,-2845.94,-27.94,0.00
1733980547,-91.46,332.00,-3180.01,-40.54,0.00
1733980547,-25.20,392.00,-1034.61,-25.50,0.00
1733980547,-31.15,311.20,-1015.24,-28.27,0.00
1733980547,-103.35,248.80,-2692.91,-13.13,0.00
1733980547,-95.32,537.60,-5366.75,-19.44,0.00
1733980547,-114.26,116.80,-1397.63,-5.69,0.00
1733980547,-109.70,414.40,-4760.95,-2.27,0.00
1733980547,-81.97,546.40,-4690.53,0.67,0.00
1733980547,-47.62,163.20,-813.81,4.17,0.00
1733980547,-112.06,396.00,-4647.23,16.63,0.00
1733980547,-75.77,385.60,-3059.76,13.15,0.00
1733980547,-63.73,226.40,-1510.92,13.24,0.00
1733980547,-38.04,150.40,-599.13,36.69,0.00
1733980547,-27.54,176.80,-509.92,20.52,0.00
1733980547,-33.63,552.00,-1944.31,37.87,0.00
1733980547,-63.67,540.80,-3606.07,40.46,0.00
1733980547,-32.43,166.40,-565.11,59.17,0.00
1733980547,-31.06,249.60,-811.95,50.48,0.00
1733980547,-26.64,504.80,-1408.42,56.89,0.00
1733980547,-41.50,332.80,-1446.44,55.54,0.00
1733980547,-17.41,175.20,-319.36,39.78,0.00
1733980547,-12.64,248.80,-329.42,25.73,0.00
1733980547,-2.08,420.80,-91.45,65.94,0.00
1733980547,5.36,385.60,216.34,36.94,0.00
1733980547,8.69,199.20,181.31,27.66,0.00
1733980547,10.12,411.20,435.89,54.18,0.00
1733980547,24.39,270.40,690.56,60.93,0.00
1733980547,31.25,96.80,316.84,24.24,0.00
1733980547,29.55,362.40,1121.44,50.97,0.00
1733980547,58.54,398.40,2442.55,22.98,0.00
1733980547,54.87,112.00,643.60,34.93,0.00
1733980547,74.76,120.80,945.73,38.68,0.00
1733980547,81.68,454.40,3886.89,21.35,0.00
1733980547,81.81,187.20,1603.83,34.97,0.00
1733980547,51.25,249.60,1339.58,28.62,0.00
1733980547,58.00,337.60,2050.58,11.46,0.00
1733980547,42.01,92.00,404.76,5.76,0.00
1733980547,32.78,326.40,1120.57,5.51,0.00
1733980547,35.00,548.80,2011.34,0.81,0.00
1733980547,72.74,362.40,2760.51,-4.42,0.00
1733980547,124.83,364.00,4758.59,-8.28,0.00
1733980547,95.97,380.80,3827.03,-12.93,0.00
1733980547,33.36,559.20,1953.89,-24.79,0.00
1733980547,45.12,290.40,1372.12,-23.78,0.00
1733980547,39.18,432.80,1776.00,-34.79,0.00
1733980547,72.02,218.40,1647.21,-24.04,0.00
1733980547,40.32,388.80,1641.70,-38.88,0.00
1733980547,38.00,551.20,2193.28,-50.31,0.00
1733980547,19.35,196.80,398.78,-43.33,0.00
1733980547,54.16,231.20,1311.30,-50.41,0.00
1733980547,36.12,228.80,865.51,-59.30,0.00
1733980547,32.70,86.40,295.87,-41.26,0.00
1733980547,7.20,172.00,129.75,-41.28,0.00
1733980547,2.57,230.40,62.00,-56.79,0.00
1733980547,-1.54,484.00,-77.95,-48.00,0.00
1733980547,-11.29,176.80,-208.95,-70.54,0.00
1733980547,-23.81,118.40,-295.25,-55.70,0.00
1733980547,-13.60,302.40,-430.70,-43.75,0.00
1733980547,-33.81,547.20,-1937.48,-41.19,0.00
1733980547,-30.99,456.00,-1479.82,-29.60,0.00
1733980547,-54.75,348.80,-1999.99,-59.66,0.00
1733980547,-56.99,539.20,-3218.03,-23.42,0.00
1733980547,-40.00,108.00,-452.37,-32.95,0.00
1733980547,-96.64,390.40,-3950.94,-21.97,0.00
1733980547,-88.30,532.80,-4927.17,-22.19,0.00
1733980547,-113.99,508.00,-6064.43,-28.66,0.00
1733980547,-71.22,375.20,-2798.44,-21.99,0.00
1733980547,-56.10,146.40,-860.14,-11.17,0.00
1733980547,-81.00,152.00,-1289.33,-4.37,0.00
1733980547,-51.92,98.40,-535.00,-2.83,0.00
1733980547,-62.94,551.20,-3633.21,1.69,0.00
1733980547,-60.37,238.40,-1507.31,9.29,0.00
1733980547,-116.46,338.40,-4127.28,12.29,0.00
1733980547,-87.57,453.60,-4159.81,13.13,0.00
1733980547,-96.65,314.40,-3182.29,24.46,0.00
1733980547,-107.85,273.60,-3090.14,22.23,0.00
1733980547,-52.80,470.40,-2601.18,38.40,0.00
1733980547,-39.75,253.60,-1055.74,32.49,0.00
1733980547,-48.54,176.80,-898.69,29.88,0.00
1733980547,-75.14,274.40,-2159.16,51.00,0.00
1733980547,-53.34,300.80,-1680.41,46.66,0.00
1733980547,-29.84,208.00,-650.03,47.32,0.00
1733980547,-36.01,200.00,-754.28,25.57,0.00
1733980547,-9.02,170.40,-160.89,42.87,0.00
1733980547,-7.11,552.00,-411.16,38.68,0.00
1733980547,-1.07,110.40,-12.33,31.99,0.00
1733980547,4.14,299.20,129.64,69.82,0.00
1733980547,8.25,280.80,242.49,38.42,0.00
1733980547,33.12,475.20,1648.32,57.78,0.00
1733980547,32.04,276.00,926.07,49.36,0.00
1733980547,35.05,256.80,942.72,28.49,0.00
1733980547,57.44,92.00,553.39,35.30,0.00
1733980547,21.18,157.60,349.64,32.85,0.00
1733980547,61.43,368.00,2367.33,40.82,0.00
1733980547,44.43,468.80,2181.30,32.14,0.00
1733980547,59.50,236.00,1470.53,21.40,0.00
1733980547,113.32,379.20,4500.24,31.06,0.00
1733980547,117.07,234.40,2873.69,25.59,0.00
1733980547,39.19,148.80,610.72,17.63,0.00
1733980547,126.48,477.60,6325.91,11.22,0.00
1733980547,58.72,195.20,1200.29,2.94,0.00
1733980547,66.00,137.60,951.07,-0.08,0.00
1733980547,84.56,380.80,3372.18,-4.58,0.00
1733980547,52.90,389.60,2158.52,-11.03,0.00
1733980547,84.98,172.00,1530.65,-12.78,0.00
1733980547,104.92,327.20,3595.15,-15.25,0.00
1733980547,113.09,288.80,3420.47,-30.31,0.00
1733980547,98.09,446.40,4585.66,-32.84,0.00
1733980547,45.82,96.80,464.48,-30.34,0.00
1733980547,33.38,297.60,1040.27,-31.62,0.00
1733980547,49.61,481.60,2502.25,-31.38,0.00
1733980547,46.33,472.00,2290.20,-52.23,0.00
1733980547,26.21,116.80,320.63,-36.57,0.00
1733980547,46.16,97.60,471.82,-26.12,0.00
1733980547,29.23,224.80,688.11,-43.38,0.00
1733980547,13.28,292.00,406.20,-53.23,0.00
1733980547,2.96,413.60,128.31,-66.84,0.00
1733980547,-1.02,244.80,-26.27,-24.99,0.00
1733980547,-9.02,269.60,-254.58,-48.58,0.00
1733980547,-9.85,204.00,-210.38,-69.11,0.00
1733980547,-37.05,525.60,-2039.62,-23.64,0.00
1733980547,-53.90,170.40,-961.86,-59.96,0.00
1733980547,-34.44,475.20,-1713.83,-53.46,0.00
1733980547,-49.56,473.60,-2458.06,-27.45,0.00
1733980547,-26.04,538.40,-1468.16,-49.14,0.00
1733980547,-80.51,379.20,-3197.28,-22.25,0.00
1733980547,-32.89,351.20,-1209.76,-29.85,0.00
1733980547,-28.31,273.60,-811.13,-30.32,0.00
1733980547,-32.58,186.40,-635.89,-19.58,0.00
1733980547,-56.57,356.80,-2113.81,-17.66,0.00
1733980547,-104.91,504.00,-5537.37,-14.25,0.00
1733980547,-58.42,544.80,-3333.39,-3.62,0.00
1733980547,-99.92,256.00,-2678.85,-2.78,0.00
1733980547,-38.93,500.80,-2041.70,3.85,0.00
1733980547,-98.72,348.80,-3606.01,6.22,0.00
1733980547,-41.55,453.60,-1973.85,16.21,0.00
1733980547,-97.32,302.40,-3082.14,18.33,0.00
1733980547,-115.58,385.60,-4667.19,20.88,0.00
1733980547,-55.06,390.40,-2251.22,17.00,0.00
1733980547,-67.93,136.00,-967.44,17.79,0.00
1733980547,-47.83,320.00,-1602.79,42.04,0.00
1733980547,-67.83,103.20,-733.12,32.59,0.00
1733980547,-31.53,440.80,-1455.60,53.26,0.00
1733980547,-25.41,128.00,-340.61,35.77,0.00
1733980547,-37.12,226.40,-880.02,26.59,0.00
1733980547,-33.00,316.80,-1094.89,44.75,0.00
1733980547,-10.03,216.00,-226.91,24.45,0.00
1733980547,-8.38,257.60,-226.17,58.64,0.00
1733980547,-0.53,125.60,-6.93,49.00,0.00
1733980547,5.09,292.80,156.16,68.72,0.00
1733980547,11.86,401.60,499.01,68.75,0.00
1733980547,28.54,220.80,660.03,48.88,0.00
1733980547,26.58,122.40,340.69,49.03,0.00
1733980547,28.21,501.60,1481.83,57.37,0.00
1733980547,71.16,312.80,2330.97,39.90,0.00
1733980547,54.07,96.80,548.13,36.26,0.00
1733980547,40.47,351.20,1488.41,47.18,0.00
1733980547,45.83,189.60,909.94,24.56,0.00
1733980547,80.23,285.60,2399.65,26.91,0.00
1733980547,106.37,349.60,3894.24,30.09,0.00
1733980547,106.74,376.00,4203.04,24.93,0.00
1733980547,59.56,393.60,2455.16,12.77,0.00
1733980547,37.38,105.60,413.35,9.20,0.00
1733980547,117.61,251.20,3093.96,2.36,0.00
1733980547,110.98,292.00,3393.76,-1.34,0.00
1733980547,85.40,496.00,4435.74,-5.09,0.00
1733980547,56.62,559.20,3315.73,-6.94,0.00
1733980547,50.33,422.40,2226.47,-22.56,0.00
1733980547,63.04,276.80,1827.42,-11.79,0.00
1733980547,37.34,349.60,1367.26,-32.72,0.00
1733980547,67.62,299.20,2118.67,-22.62,0.00
1733980547,58.71,84.80,521.38,-20.41,0.00
1733980547,69.00,292.80,2115.87,-48.20,0.00
1733980547,78.29,325.60,2669.49,-23.84,0.00
1733980547,17.31,230.40,417.63,-40.02,0.00
1733980547,13.98,236.80,346.69,-60.27,0.00
1733980547,34.49,500.00,1805.97,-61.95,0.00
1733980547,14.97,80.00,125.40,-45.51,0.00
1733980547,8.64,511.20,462.44,-42.50,0.00
1733980547,3.28,202.40,69.58,-31.96,0.00
1733980547,-5.12,126.40,-67.78,-55.94,0.00
1733980547,-10.76,126.40,-142.37,-61.32,0.00
1733980547,-19.38,343.20,-696.62,-30.05,0.00
1733980547,-23.86,423.20,-1057.59,-35.72,0.00
